property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-003331,Bangalore,Whitefield,Standard,Independent House,2,2,0,1048,879,9,10,Mid (5-9),South-West,Semi-Furnished,0,1,4.2,0,0,1,1,3003,12.6,0.4,2,1,New,109.28,Low
PROP-003332,Delhi,Dwarka,Standard,Independent House,4,3,1,2197,1780,6,14,Mid (5-9),North-West,Semi-Furnished,39,2,4.8,1,0,0,1,3217,11.5,0.8,3,2,Resale,146.38,Low
PROP-003333,Delhi,South Delhi,Premium,Apartment,2,2,0,1071,860,18,25,High (10-19),South,Semi-Furnished,4,3,6.6,1,0,1,1,3568,8.7,0.3,4,0,Resale,155.89,Low
PROP-003334,Hyderabad,Madhapur,Standard,Apartment,2,3,1,867,695,3,8,Low (1-4),South,Fully Furnished,7,0,4.5,0,0,1,1,1569,21.1,7.4,4,1,Resale,54.66,Low
PROP-003335,Bangalore,Koramangala,Premium,Penthouse,4,4,4,2125,1703,7,8,Mid (5-9),North-East,Unfurnished,16,1,9.9,1,1,1,1,7102,10.7,0.2,4,2,Resale,325.19,High
PROP-003336,Delhi,Dwarka,Standard,Independent House,5,6,2,2774,2421,6,7,Mid (5-9),North,Unfurnished,10,3,6.0,0,0,0,1,3609,13.9,4.4,4,1,Resale,243.22,High
PROP-003337,Mumbai,Andheri,Standard,Row House,5,6,0,2133,1726,38,45,Top (20+),North-West,Unfurnished,2,1,3.2,0,0,1,1,4139,13.3,3.3,0,1,New,191.07,High
PROP-003338,Hyderabad,Madhapur,Standard,Studio,1,2,0,450,386,8,9,Mid (5-9),North,Fully Furnished,6,0,5.5,0,0,1,1,1975,12.8,1.9,2,3,Resale,21.56,Low
PROP-003339,Delhi,Dwarka,Standard,Independent House,5,5,1,2626,2282,2,9,Low (1-4),North-East,Semi-Furnished,0,2,4.9,0,0,1,1,4169,10.5,15.0,3,3,Resale,323.91,High
PROP-003340,Delhi,Gurgaon DLF,Premium,Independent House,5,5,2,2715,2369,9,10,Mid (5-9),South-West,Fully Furnished,4,4,7.7,1,0,1,1,5309,7.0,2.6,3,3,New,450.68,High
PROP-003341,Hyderabad,Gachibowli,Standard,Penthouse,3,4,4,1589,1313,10,17,High (10-19),South-East,Unfurnished,24,5,8.0,0,1,1,1,4768,10.8,3.3,1,0,Resale,124.21,Low
PROP-003342,Bangalore,Indiranagar,Premium,Independent House,3,3,2,1888,1511,1,7,Low (1-4),South-East,Semi-Furnished,6,5,7.1,1,0,1,0,5037,8.6,1.4,4,4,Resale,297.09,High
PROP-003343,Hyderabad,Jubilee Hills,Premium,Independent House,4,5,1,2306,2006,5,13,Mid (5-9),North-West,Unfurnished,4,4,5.5,1,1,1,1,7136,5.4,1.3,4,0,Resale,387.91,High
PROP-003344,Mumbai,Bandra,Premium,Apartment,3,3,2,1418,1176,0,13,Ground,South-West,Semi-Furnished,3,1,7.1,1,0,1,0,3695,5.9,3.1,7,4,Resale,184.25,Low
PROP-003345,Mumbai,Andheri,Standard,Villa,4,5,1,2278,1896,8,13,Mid (5-9),South-West,Unfurnished,0,1,6.5,0,1,1,1,5410,10.8,0.3,3,5,Resale,155.09,Low
PROP-003346,Hyderabad,Jubilee Hills,Premium,Independent House,4,5,2,2039,1735,9,18,Mid (5-9),South,Semi-Furnished,28,3,6.4,1,1,1,1,7046,7.1,9.8,4,1,Resale,327.06,High
PROP-003347,Delhi,South Delhi,Premium,Apartment,3,4,0,1336,1154,7,8,Mid (5-9),South,Fully Furnished,2,0,8.9,0,0,0,1,2453,15.5,0.7,2,3,Resale,208.1,High
PROP-003348,Delhi,South Delhi,Premium,Apartment,2,3,3,1003,847,2,7,Low (1-4),South-West,Fully Furnished,3,3,7.3,1,1,1,1,5484,4.2,1.1,3,3,Resale,165.35,Low
PROP-003349,Mumbai,Andheri,Standard,Apartment,2,2,1,1043,891,12,21,High (10-19),East,Unfurnished,1,0,4.3,0,0,1,1,1457,10.5,1.4,3,0,Resale,86.43,Low
PROP-003350,Bangalore,Koramangala,Premium,Apartment,3,3,0,1532,1314,28,31,Top (20+),East,Semi-Furnished,1,0,5.7,1,0,1,1,3523,7.5,15.0,4,1,New,200.66,High
PROP-003351,Delhi,Noida Sector 62,Standard,Apartment,5,5,2,2102,1738,3,10,Low (1-4),North,Fully Furnished,13,3,6.1,0,0,1,1,3641,25.9,1.7,2,1,Resale,196.34,High
PROP-003352,Delhi,Noida Extension,Affordable,Villa,4,5,4,2093,1773,30,36,Top (20+),South-East,Unfurnished,2,3,5.4,0,1,0,1,5646,18.9,3.1,1,1,New,140.36,Low
PROP-003353,Delhi,Gurgaon DLF,Premium,Row House,2,2,1,738,596,2,3,Low (1-4),North,Semi-Furnished,1,0,7.6,1,0,1,1,3204,4.8,1.0,1,1,Resale,108.67,Low
PROP-003354,Hyderabad,Banjara Hills,Premium,Villa,3,4,3,1640,1387,1,5,Low (1-4),West,Semi-Furnished,1,3,9.2,1,1,1,0,6136,4.8,1.2,6,4,Resale,309.96,High
PROP-003355,Mumbai,Andheri,Standard,Apartment,2,2,2,817,669,2,7,Low (1-4),South,Unfurnished,0,3,4.1,0,0,1,1,1811,19.3,4.7,6,3,Resale,34.84,Low
PROP-003356,Hyderabad,Kondapur,Standard,Apartment,2,2,0,1039,840,19,27,High (10-19),North,Unfurnished,3,1,5.6,0,0,1,1,2564,11.2,0.2,1,2,Resale,66.14,Low
PROP-003357,Hyderabad,Gachibowli,Standard,Independent House,3,3,4,1743,1426,0,15,Ground,East,Unfurnished,24,1,5.0,1,0,0,0,4507,18.7,11.9,2,5,Resale,102.95,Low
PROP-003358,Hyderabad,Banjara Hills,Premium,Apartment,2,2,1,1063,897,7,16,Mid (5-9),North-East,Semi-Furnished,15,2,5.9,1,0,1,1,3382,5.4,0.8,4,3,Resale,188.01,Low
PROP-003359,Delhi,Noida Extension,Affordable,Studio,1,1,1,415,339,23,29,Top (20+),North,Unfurnished,1,3,8.1,0,0,1,1,2194,18.3,0.2,3,3,Resale,10.0,Low
PROP-003360,Delhi,Noida Extension,Affordable,Independent House,2,2,0,1320,1066,22,23,Top (20+),South-East,Unfurnished,13,0,3.5,0,0,0,1,2285,23.7,0.2,2,2,Resale,61.78,Low
PROP-003361,Bangalore,Electronic City,Standard,Studio,1,1,2,396,332,30,31,Top (20+),North-West,Semi-Furnished,22,0,5.3,0,0,1,1,2367,10.6,0.2,4,2,New,18.06,Low
PROP-003362,Mumbai,Powai,Standard,Apartment,3,4,1,1377,1149,17,21,High (10-19),North,Semi-Furnished,1,1,4.4,0,0,0,1,2751,10.4,3.3,2,0,Resale,86.81,Low
PROP-003363,Bangalore,Indiranagar,Premium,Independent House,2,2,0,1332,1080,2,9,Low (1-4),East,Unfurnished,0,0,6.4,1,1,1,1,6151,4.5,0.1,4,4,Resale,184.97,Low
PROP-003364,Mumbai,Thane,Affordable,Apartment,3,3,0,1528,1233,3,7,Low (1-4),South-East,Semi-Furnished,11,1,4.7,0,0,1,1,2524,34.9,8.1,4,3,Resale,75.35,Low
PROP-003365,Mumbai,Powai,Standard,Row House,5,6,3,2155,1855,0,16,Ground,South-West,Fully Furnished,3,2,3.4,0,0,1,0,4188,13.0,1.4,3,0,Resale,241.54,High
PROP-003366,Bangalore,Koramangala,Premium,Independent House,5,5,1,2384,2075,3,6,Low (1-4),North-East,Unfurnished,3,1,5.2,0,1,1,1,6305,5.1,0.3,2,6,New,314.46,High
PROP-003367,Delhi,Noida Sector 62,Standard,Apartment,4,4,1,1847,1624,37,38,Top (20+),North-East,Unfurnished,12,3,6.2,0,0,0,1,3213,10.4,0.2,1,2,Resale,178.4,Low
PROP-003368,Bangalore,Indiranagar,Premium,Apartment,3,4,2,1251,1023,7,8,Mid (5-9),South-East,Unfurnished,24,2,5.7,0,1,1,1,4175,7.2,8.2,1,2,New,180.42,Low
PROP-003369,Delhi,South Delhi,Premium,Apartment,3,4,1,1324,1072,4,6,Low (1-4),West,Unfurnished,4,2,6.4,1,0,1,1,3570,5.5,3.4,4,3,Resale,211.82,High
PROP-003370,Mumbai,Andheri,Standard,Independent House,3,3,1,1680,1349,0,3,Ground,North-West,Semi-Furnished,4,0,4.1,0,0,1,0,3213,13.4,2.2,3,1,New,171.8,Low
PROP-003371,Delhi,Noida Extension,Affordable,Apartment,3,3,2,1279,1079,9,10,Mid (5-9),North-East,Fully Furnished,0,2,6.0,0,0,0,1,2222,18.4,1.3,2,3,New,38.69,Low
PROP-003372,Hyderabad,Gachibowli,Standard,Independent House,3,3,1,1698,1365,25,29,Top (20+),North-West,Semi-Furnished,14,3,5.5,0,0,0,1,2793,10.5,9.5,3,3,Resale,161.55,Low
PROP-003373,Mumbai,Powai,Standard,Apartment,2,2,0,907,731,37,38,Top (20+),South-East,Semi-Furnished,12,1,4.4,1,0,1,1,4225,19.3,2.3,1,0,Resale,73.89,Low
PROP-003374,Mumbai,Powai,Standard,Independent House,4,4,3,1985,1726,9,11,Mid (5-9),North-West,Semi-Furnished,1,0,5.0,0,0,0,1,2563,10.9,0.4,4,2,New,138.71,Low
PROP-003375,Bangalore,Whitefield,Standard,Studio,2,2,2,716,612,15,23,High (10-19),North,Unfurnished,4,0,4.1,1,0,0,1,4241,13.5,0.1,2,2,New,49.25,Low
PROP-003376,Bangalore,Koramangala,Premium,Studio,1,2,2,300,259,1,2,Low (1-4),South-West,Unfurnished,1,0,6.0,1,0,1,0,3462,8.8,1.1,6,5,Resale,31.58,Low
PROP-003377,Mumbai,Bandra,Premium,Studio,1,1,1,490,424,27,36,Top (20+),North,Fully Furnished,11,1,6.2,1,1,0,1,5218,6.3,3.8,3,0,New,107.16,Low
PROP-003378,Mumbai,Powai,Standard,Apartment,2,2,0,947,765,9,12,Mid (5-9),North-West,Semi-Furnished,3,1,4.6,0,0,1,1,2459,12.7,0.6,3,0,Resale,84.09,Low
PROP-003379,Delhi,Noida Extension,Affordable,Apartment,2,2,1,667,547,9,11,Mid (5-9),East,Unfurnished,5,1,5.0,0,0,1,1,3078,20.1,1.2,3,0,Resale,17.45,Low
PROP-003380,Bangalore,Koramangala,Premium,Independent House,3,3,1,1755,1472,6,7,Mid (5-9),North-West,Unfurnished,2,3,7.0,0,1,1,1,5660,4.4,0.9,0,6,Resale,200.49,High
PROP-003381,Delhi,Dwarka,Standard,Apartment,3,3,0,1464,1224,11,19,High (10-19),North,Semi-Furnished,8,2,2.6,0,0,0,1,2379,10.7,5.6,6,3,Resale,149.84,Low
PROP-003382,Mumbai,Andheri,Standard,Villa,5,5,3,2755,2418,35,41,Top (20+),South,Fully Furnished,13,5,8.7,0,0,1,1,3290,11.5,10.1,0,0,Resale,217.68,High
PROP-003383,Bangalore,Whitefield,Standard,Apartment,4,4,0,1663,1373,36,39,Top (20+),North,Semi-Furnished,0,2,5.8,0,0,0,1,2230,11.6,7.7,1,1,Resale,163.22,Low
PROP-003384,Mumbai,Navi Mumbai,Affordable,Apartment,3,3,0,1343,1152,8,10,Mid (5-9),North-West,Fully Furnished,12,4,5.6,0,0,0,1,2779,21.1,15.0,5,0,Resale,62.78,Low
PROP-003385,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,2,870,764,5,9,Mid (5-9),South,Semi-Furnished,7,1,4.7,1,0,1,1,3303,7.9,0.3,6,3,Resale,103.3,Low
PROP-003386,Bangalore,Whitefield,Standard,Penthouse,4,4,4,2128,1792,4,8,Low (1-4),South-West,Unfurnished,14,5,8.0,1,1,1,1,7254,10.9,0.4,2,1,New,169.28,Low
PROP-003387,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,0,1138,936,13,22,High (10-19),East,Fully Furnished,1,2,5.5,0,0,1,1,2851,15.1,4.0,4,3,Resale,178.28,Low
PROP-003388,Bangalore,Indiranagar,Premium,Independent House,4,4,1,2205,1930,2,3,Low (1-4),North-West,Unfurnished,2,2,5.7,0,1,1,1,6215,6.6,0.3,2,5,Resale,254.93,High
PROP-003389,Hyderabad,Kondapur,Standard,Apartment,2,2,2,1080,910,30,33,Top (20+),South-East,Unfurnished,3,0,4.7,0,0,0,1,2465,10.2,2.0,3,3,Resale,53.75,Low
PROP-003390,Hyderabad,Gachibowli,Standard,Independent House,3,2,1,1890,1603,19,22,High (10-19),South-West,Fully Furnished,0,0,3.9,0,0,1,1,2970,12.9,0.2,4,3,Resale,177.3,Low
PROP-003391,Delhi,Noida Sector 62,Standard,Apartment,2,3,1,896,734,8,9,Mid (5-9),West,Unfurnished,22,5,3.6,0,0,0,1,1877,10.2,2.9,2,1,Resale,49.06,Low
PROP-003392,Bangalore,Indiranagar,Premium,Penthouse,5,5,3,2412,1970,9,15,Mid (5-9),North-East,Semi-Furnished,2,4,8.0,1,1,1,1,6900,5.1,2.6,3,2,Resale,302.2,High
PROP-003393,Mumbai,Powai,Standard,Penthouse,3,4,2,1588,1279,16,25,High (10-19),East,Fully Furnished,2,2,6.8,1,0,1,1,4281,11.8,0.6,1,4,Resale,145.59,Low
PROP-003394,Mumbai,Powai,Standard,Apartment,2,3,2,681,563,6,12,Mid (5-9),East,Semi-Furnished,5,2,5.1,0,0,0,1,1419,14.5,5.7,3,4,Resale,48.38,Low
PROP-003395,Bangalore,Electronic City,Standard,Row House,2,3,3,814,703,20,25,Top (20+),North-East,Unfurnished,10,2,6.1,0,0,1,1,2654,11.0,3.1,5,1,Resale,105.49,Low
PROP-003396,Hyderabad,Jubilee Hills,Premium,Row House,2,3,1,1005,868,5,6,Mid (5-9),East,Semi-Furnished,0,2,6.7,0,0,1,1,1807,7.4,3.2,6,4,Resale,109.45,Low
PROP-003397,Bangalore,Koramangala,Premium,Studio,1,1,0,409,333,14,23,High (10-19),North-East,Fully Furnished,3,0,5.5,1,1,0,1,5892,10.9,2.2,2,2,New,92.07,Low
PROP-003398,Bangalore,HSR Layout,Standard,Studio,1,2,0,501,405,0,11,Ground,South,Semi-Furnished,1,1,2.8,0,0,0,0,1599,10.6,2.4,4,1,Resale,12.87,Low
PROP-003399,Bangalore,Koramangala,Premium,Apartment,3,3,2,1315,1112,1,4,Low (1-4),North-West,Semi-Furnished,13,2,6.7,1,1,1,0,5837,6.7,1.8,3,2,New,182.89,Low
PROP-003400,Bangalore,Whitefield,Standard,Independent House,3,4,2,1619,1399,11,14,High (10-19),South-West,Fully Furnished,10,0,4.7,0,0,1,1,3259,10.6,4.6,1,0,New,112.12,Low
PROP-003401,Bangalore,Electronic City,Standard,Apartment,2,2,2,1019,887,14,20,High (10-19),West,Fully Furnished,5,1,7.1,0,0,0,1,2614,11.0,2.0,1,0,New,90.9,Low
PROP-003402,Hyderabad,Jubilee Hills,Premium,Apartment,2,3,0,837,698,8,11,Mid (5-9),West,Semi-Furnished,0,0,6.1,1,1,1,1,5440,9.8,2.1,7,2,Resale,109.87,Low
PROP-003403,Bangalore,Koramangala,Premium,Row House,2,1,1,928,789,4,12,Low (1-4),South-East,Unfurnished,17,1,5.6,1,0,1,1,3970,15.2,1.6,6,1,New,63.87,Low
PROP-003404,Mumbai,Thane,Affordable,Apartment,2,2,0,903,761,0,9,Ground,South,Semi-Furnished,13,0,5.3,0,0,0,0,3049,19.2,0.8,1,3,Resale,15.08,Low
PROP-003405,Mumbai,Bandra,Premium,Independent House,2,3,2,1386,1158,2,4,Low (1-4),East,Unfurnished,0,1,7.2,0,0,0,1,3016,10.3,7.1,6,2,Resale,204.4,High
PROP-003406,Hyderabad,Kondapur,Standard,Studio,1,1,0,562,466,6,11,Mid (5-9),South,Semi-Furnished,14,1,5.3,0,1,1,1,4127,12.6,1.2,4,0,Resale,53.37,Low
PROP-003407,Bangalore,Koramangala,Premium,Penthouse,3,4,0,1598,1343,9,11,Mid (5-9),West,Semi-Furnished,4,0,8.8,1,0,1,1,4221,6.6,6.2,4,2,New,269.21,High
PROP-003408,Bangalore,Electronic City,Standard,Row House,5,6,2,2077,1749,13,22,High (10-19),North-East,Semi-Furnished,21,2,6.7,0,0,1,1,3543,18.8,0.2,5,1,Resale,76.9,Low
PROP-003409,Delhi,Noida Extension,Affordable,Apartment,4,5,3,1582,1291,3,7,Low (1-4),South-West,Semi-Furnished,4,1,3.4,0,0,0,1,2529,19.1,4.7,0,2,Resale,79.24,Low
PROP-003410,Mumbai,Navi Mumbai,Affordable,Apartment,4,4,2,1850,1554,2,6,Low (1-4),South-East,Fully Furnished,4,5,7.2,0,0,1,1,2873,20.4,0.2,3,1,Resale,130.98,Low
PROP-003411,Mumbai,Bandra,Premium,Villa,5,5,4,2564,2085,17,26,High (10-19),North-East,Unfurnished,4,2,7.8,1,1,1,1,6356,13.8,1.5,1,2,Resale,464.13,High
PROP-003412,Delhi,Gurgaon DLF,Premium,Apartment,1,2,1,300,261,11,13,High (10-19),North-West,Unfurnished,6,2,6.7,1,1,1,1,3981,13.5,0.9,8,1,New,19.32,Low
PROP-003413,Hyderabad,Jubilee Hills,Premium,Apartment,2,3,1,684,590,5,10,Mid (5-9),North-East,Fully Furnished,9,3,5.5,1,0,1,1,3341,4.0,0.9,6,1,New,101.2,Low
PROP-003414,Mumbai,Bandra,Premium,Apartment,5,6,3,2215,1910,37,40,Top (20+),North-East,Semi-Furnished,23,0,5.6,1,1,1,1,6168,8.2,4.2,6,2,New,353.84,High
PROP-003415,Mumbai,Andheri,Standard,Studio,1,1,0,591,511,0,18,Ground,North,Semi-Furnished,3,2,3.8,0,0,1,0,2082,10.4,2.0,4,1,New,28.25,Low
PROP-003416,Delhi,Noida Sector 62,Standard,Independent House,2,2,0,1544,1246,0,9,Ground,North,Fully Furnished,13,1,4.4,1,0,0,0,4496,14.1,1.9,3,0,New,119.31,Low
PROP-003417,Delhi,Dwarka,Standard,Apartment,4,4,2,1636,1370,0,18,Ground,South-East,Semi-Furnished,13,3,5.0,0,0,0,0,2906,10.5,0.1,3,2,New,176.04,Low
PROP-003418,Delhi,Noida Sector 62,Standard,Independent House,4,5,4,2334,1896,6,14,Mid (5-9),East,Semi-Furnished,11,5,5.8,0,0,1,1,3821,11.3,1.8,1,2,New,220.34,High
PROP-003419,Delhi,Dwarka,Standard,Apartment,3,3,0,1434,1230,1,6,Low (1-4),East,Unfurnished,12,1,6.1,0,0,1,0,2168,11.3,0.6,3,4,Resale,128.01,Low
PROP-003420,Bangalore,Indiranagar,Premium,Apartment,1,2,1,441,360,12,16,High (10-19),East,Semi-Furnished,27,2,5.9,0,1,1,1,3592,8.2,0.7,4,0,New,60.68,Low
PROP-003421,Bangalore,Indiranagar,Premium,Studio,1,2,3,431,349,6,7,Mid (5-9),North,Semi-Furnished,4,0,5.4,0,0,1,1,542,4.4,2.7,5,3,Resale,66.3,Low
PROP-003422,Delhi,Dwarka,Standard,Independent House,4,4,4,2365,2019,2,3,Low (1-4),South-West,Semi-Furnished,14,4,2.9,0,1,0,1,5063,12.9,2.0,1,0,Resale,214.23,High
PROP-003423,Bangalore,Indiranagar,Premium,Studio,1,1,1,347,302,11,20,High (10-19),North,Fully Furnished,1,0,6.4,1,1,1,1,5458,7.7,1.3,5,2,New,71.03,Low
PROP-003424,Bangalore,Indiranagar,Premium,Apartment,3,3,0,1535,1329,16,22,High (10-19),South-West,Semi-Furnished,4,1,5.6,1,0,1,1,3151,7.0,5.0,6,1,Resale,204.54,High
PROP-003425,Mumbai,Bandra,Premium,Studio,1,1,2,380,308,21,26,Top (20+),North-West,Fully Furnished,4,0,4.8,1,1,1,1,5089,8.3,1.4,2,2,Resale,75.68,Low
PROP-003426,Hyderabad,Kondapur,Standard,Independent House,3,3,3,1797,1457,2,4,Low (1-4),South-West,Fully Furnished,17,2,5.0,0,0,1,1,3879,10.6,1.2,2,4,Resale,144.59,Low
PROP-003427,Delhi,Gurgaon DLF,Premium,Independent House,5,5,0,2451,1985,2,3,Low (1-4),North,Semi-Furnished,1,3,7.8,0,0,1,1,3041,11.8,0.4,7,5,Resale,359.76,High
PROP-003428,Mumbai,Bandra,Premium,Independent House,2,1,0,1165,1002,0,14,Ground,East,Semi-Furnished,9,3,5.0,1,1,1,0,5891,7.5,0.7,3,0,Resale,144.23,Low
PROP-003429,Mumbai,Bandra,Premium,Penthouse,4,4,2,2290,1922,15,22,High (10-19),South-West,Semi-Furnished,0,2,6.6,1,1,1,1,6217,6.6,10.7,5,2,Resale,297.28,High
PROP-003430,Bangalore,Electronic City,Standard,Independent House,3,4,2,1862,1562,35,43,Top (20+),North-East,Unfurnished,12,1,4.9,0,0,1,1,3114,16.7,4.4,4,0,Resale,155.22,Low
PROP-003431,Mumbai,Powai,Standard,Independent House,4,5,2,2227,1828,3,12,Low (1-4),West,Unfurnished,7,2,5.9,0,0,0,1,3337,14.9,2.7,5,0,Resale,179.81,Low
PROP-003432,Delhi,Noida Sector 62,Standard,Row House,3,3,3,1490,1222,13,21,High (10-19),North-East,Unfurnished,4,3,4.7,0,0,0,1,3322,12.8,0.2,1,1,New,124.36,Low
PROP-003433,Hyderabad,Kondapur,Standard,Studio,1,1,2,382,319,16,24,High (10-19),South,Fully Furnished,9,0,5.4,0,0,0,1,2610,14.9,3.3,1,1,Resale,15.72,Low
PROP-003434,Bangalore,Indiranagar,Premium,Villa,4,5,4,2214,1897,1,8,Low (1-4),North-West,Unfurnished,13,3,8.6,0,1,1,0,5748,12.1,10.0,3,3,Resale,353.45,High
PROP-003435,Bangalore,Indiranagar,Premium,Independent House,3,3,2,1858,1625,14,20,High (10-19),East,Semi-Furnished,16,1,6.2,1,0,1,1,4242,4.7,0.3,2,2,Resale,275.26,High
PROP-003436,Bangalore,Whitefield,Standard,Apartment,3,4,1,1357,1136,3,12,Low (1-4),East,Semi-Furnished,7,0,4.1,0,0,0,1,2417,10.9,0.5,2,3,Resale,136.29,Low
PROP-003437,Delhi,South Delhi,Premium,Apartment,2,1,2,999,829,7,15,Mid (5-9),North-East,Semi-Furnished,4,0,5.8,1,1,1,1,5550,4.5,1.1,2,3,New,116.25,Low
PROP-003438,Delhi,Dwarka,Standard,Independent House,3,3,2,1643,1326,11,16,High (10-19),North,Semi-Furnished,9,1,7.0,1,0,0,1,3866,14.5,1.5,1,4,New,94.45,Low
PROP-003439,Bangalore,Koramangala,Premium,Row House,3,4,0,1260,1096,38,43,Top (20+),North,Unfurnished,15,4,6.3,0,0,1,1,2853,5.5,2.7,4,4,Resale,179.83,Low
PROP-003440,Hyderabad,Madhapur,Standard,Row House,2,2,1,907,754,15,19,High (10-19),North,Fully Furnished,1,2,6.3,1,0,1,1,3485,14.4,2.7,1,0,Resale,79.45,Low
PROP-003441,Delhi,Noida Extension,Affordable,Apartment,3,3,1,1529,1271,2,10,Low (1-4),North-West,Fully Furnished,3,2,5.8,0,1,1,1,5165,21.1,3.6,3,2,Resale,90.43,Low
PROP-003442,Bangalore,Electronic City,Standard,Villa,2,2,2,1474,1212,19,20,High (10-19),North,Semi-Furnished,11,3,6.6,0,0,1,1,2795,11.0,1.9,3,2,New,146.75,Low
PROP-003443,Delhi,Dwarka,Standard,Apartment,3,4,0,1522,1240,9,13,Mid (5-9),North,Fully Furnished,0,2,4.6,0,0,1,1,2638,11.5,0.8,3,3,Resale,147.8,Low
PROP-003444,Delhi,South Delhi,Premium,Row House,5,5,1,2292,1935,5,11,Mid (5-9),North-East,Unfurnished,1,4,5.6,1,1,1,1,6567,7.6,0.8,6,3,Resale,322.6,High
PROP-003445,Delhi,Dwarka,Standard,Row House,3,4,4,1320,1105,2,8,Low (1-4),West,Unfurnished,0,0,5.7,0,0,0,1,3032,10.6,6.2,4,2,Resale,136.1,Low
PROP-003446,Hyderabad,Kondapur,Standard,Independent House,4,5,1,2208,1828,14,17,High (10-19),East,Semi-Furnished,1,2,5.0,0,0,0,1,3050,13.7,0.1,1,2,Resale,231.8,High
PROP-003447,Bangalore,Koramangala,Premium,Studio,1,1,1,372,304,8,17,Mid (5-9),East,Fully Furnished,1,2,6.7,1,0,0,1,3519,7.7,12.5,4,5,Resale,39.39,Low
PROP-003448,Delhi,Gurgaon DLF,Premium,Independent House,5,5,1,2452,1985,4,7,Low (1-4),South-East,Unfurnished,2,1,6.8,1,1,1,1,7174,4.5,5.7,4,3,Resale,400.36,High
PROP-003449,Hyderabad,Madhapur,Standard,Independent House,4,5,4,2276,1960,4,12,Low (1-4),North,Semi-Furnished,3,5,2.8,1,0,1,1,4509,13.4,4.9,3,1,Resale,185.33,Low
PROP-003450,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,1,1275,1084,9,10,Mid (5-9),South-West,Unfurnished,7,2,8.0,0,0,1,1,2786,5.3,1.8,7,2,Resale,149.42,Low
PROP-003451,Mumbai,Powai,Standard,Villa,4,4,2,2226,1840,9,10,Mid (5-9),South,Fully Furnished,9,1,7.0,0,0,1,1,3112,15.2,1.1,0,1,New,265.82,High
PROP-003452,Delhi,Dwarka,Standard,Independent House,3,3,1,1756,1471,35,39,Top (20+),West,Fully Furnished,1,0,5.9,0,0,0,1,2437,14.8,1.5,1,1,Resale,170.34,Low
PROP-003453,Mumbai,Bandra,Premium,Independent House,4,5,0,2148,1880,19,20,High (10-19),South-West,Semi-Furnished,3,2,6.5,0,0,1,1,3334,6.3,3.3,4,0,New,368.53,High
PROP-003454,Delhi,Noida Sector 62,Standard,Apartment,3,3,2,1218,1030,9,18,Mid (5-9),North-East,Fully Furnished,8,2,5.7,0,0,1,1,1893,10.6,6.5,5,2,New,73.55,Low
PROP-003455,Mumbai,Navi Mumbai,Affordable,Row House,3,3,0,1307,1082,2,9,Low (1-4),South,Unfurnished,21,1,4.1,0,0,0,1,2555,19.7,2.7,5,1,Resale,50.53,Low
PROP-003456,Hyderabad,Jubilee Hills,Premium,Apartment,4,5,3,1698,1368,14,15,High (10-19),South-West,Semi-Furnished,3,5,4.6,1,0,0,1,4051,9.1,2.0,8,3,Resale,229.84,High
PROP-003457,Delhi,Gurgaon DLF,Premium,Villa,5,4,1,2544,2208,3,5,Low (1-4),South-East,Unfurnished,6,2,8.1,1,1,1,1,7531,5.1,0.1,5,3,Resale,290.99,High
PROP-003458,Bangalore,Koramangala,Premium,Independent House,3,3,1,1743,1436,1,10,Low (1-4),East,Unfurnished,4,1,5.8,0,0,1,0,2552,5.4,5.4,0,2,Resale,223.85,High
PROP-003459,Hyderabad,Gachibowli,Standard,Independent House,4,4,3,2345,1994,15,23,High (10-19),North-East,Unfurnished,0,2,6.9,0,0,1,1,3557,10.6,1.4,1,3,Resale,232.84,High
PROP-003460,Mumbai,Andheri,Standard,Independent House,4,5,0,2217,1804,2,6,Low (1-4),West,Unfurnished,2,4,6.1,0,0,0,1,3212,15.6,0.5,3,1,Resale,164.63,Low
PROP-003461,Bangalore,Whitefield,Standard,Apartment,2,2,2,968,794,4,13,Low (1-4),North-East,Fully Furnished,1,1,4.8,0,0,0,1,2627,10.3,2.0,2,2,New,71.06,Low
PROP-003462,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,4,1915,1563,1,7,Low (1-4),North,Semi-Furnished,0,0,6.3,0,1,1,0,5167,12.3,1.9,1,2,Resale,289.2,High
PROP-003463,Delhi,Dwarka,Standard,Independent House,4,3,3,2320,1911,8,11,Mid (5-9),North-East,Unfurnished,1,4,3.9,0,0,1,1,3907,12.4,1.8,0,1,Resale,198.94,High
PROP-003464,Delhi,Noida Sector 62,Standard,Independent House,5,6,3,2868,2299,16,21,High (10-19),South,Semi-Furnished,13,3,6.0,0,0,0,1,3688,11.2,5.7,4,2,New,253.03,High
